Date,vis league,hom league,VIS Abs,VIS H,VIS 2B,VIS 3B,VIS HR,VIS SAC HIT,VIS SAC FLY,VIS HBP,VIS WALK,VIS IBB,VIS K,VIS SB,VIS CS,VIS GIDP,VIS INF,VIS LOB,VIS No P,VIS WP,VIS Balks,VIS assists,VIS errors,VIS passed balls,VIS double plays,VIS triple plays,HOM Abs,HOM H,HOM 2B,HOM 3B,HOM HR,HOM SAC HIT,HOM SAC FLY,HOM HBP,HOM WALK,HOM IBB,HOM K,HOM SB,HOM CS,HOM GIDP,HOM INF,HOM LOB,HOM No P,HOM WP,HOM Balks,HOM assists,HOM errors,HOM passed balls,HOM double plays,HOM triple plays,home_winner,vis team_ANA,vis team_ARI,vis team_ATL,vis team_BAL,vis team_BOS,vis team_CHA,vis team_CHN,vis team_CIN,vis team_CLE,vis team_COL,vis team_DET,vis team_HOU,vis team_KCA,vis team_LAN,vis team_MIA,vis team_MIL,vis team_MIN,vis team_NYA,vis team_NYN,vis team_OAK,vis team_PHI,vis team_PIT,vis team_SDN,vis team_SEA,vis team_SFN,vis team_SLN,vis team_TBA,vis team_TEX,vis team_TOR,vis team_WAS,hom team_ANA,hom team_ARI,hom team_ATL,hom team_BAL,hom team_BOS,hom team_CHA,hom team_CHN,hom team_CIN,hom team_CLE,hom team_COL,hom team_DET,hom team_HOU,hom team_KCA,hom team_LAN,hom team_MIA,hom team_MIL,hom team_MIN,hom team_NYA,hom team_NYN,hom team_OAK,hom team_PHI,hom team_PIT,hom team_SDN,hom team_SEA,hom team_SFN,hom team_SLN,hom team_TBA,hom team_TEX,hom team_TOR,hom team_WAS,d/n_D,d/n_N,spread
20190331,NL,AL,43,17,2,0,2,1,0,0,3,0,9,1,0,1,0,10,5,1,0,12,0,0,1,0,34,11,1,1,3,0,1,0,6,0,7,2,0,1,0,5,5,1,0,8,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
20190331,AL,AL,43,10,3,0,0,0,0,1,4,1,13,0,0,0,0,11,5,0,0,13,0,0,1,0,39,8,2,0,1,0,0,1,1,0,10,0,0,1,0,5,8,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1
20190401,NL,NL,33,9,3,0,0,0,0,0,4,0,5,0,0,3,0,10,5,1,0,8,6,0,1,0,36,12,3,0,2,0,0,0,7,1,9,0,0,1,0,11,5,1,0,16,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
20190401,NL,NL,36,11,4,0,0,0,0,0,5,2,9,0,0,2,0,10,4,1,0,12,0,1,1,0,34,8,2,0,0,0,0,1,4,0,9,0,0,1,0,9,5,0,0,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
20190401,NL,NL,36,9,4,0,1,0,0,1,0,0,11,0,0,0,0,6,5,0,0,12,0,0,2,0,32,7,0,0,2,0,0,0,2,0,8,0,0,2,0,5,5,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2
20190401,NL,NL,36,10,2,0,2,0,0,2,2,0,16,0,0,1,0,6,4,0,0,10,1,1,2,0,35,9,0,0,1,0,0,0,1,0,7,0,0,2,0,6,5,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4
20190401,NL,NL,40,8,2,0,1,0,0,3,8,0,17,0,1,1,0,12,7,0,0,15,1,0,3,0,35,6,2,0,1,1,1,2,8,1,9,0,0,2,0,9,9,2,0,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1
20190401,NL,NL,40,15,5,0,1,0,1,0,4,0,8,1,0,1,0,8,2,0,0,9,0,0,1,0,31,6,1,0,1,0,1,0,2,0,5,0,0,1,0,4,4,0,1,7,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-7
20190401,AL,AL,30,3,1,0,1,1,0,1,4,0,14,0,0,0,0,6,4,0,0,11,1,0,1,0,32,8,3,0,0,0,0,0,5,1,6,0,0,1,0,8,5,0,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
20190401,AL,AL,29,2,1,0,0,0,0,0,7,0,9,0,0,0,0,8,3,1,0,9,1,0,0,0,29,5,1,0,2,0,0,0,4,0,8,1,0,0,0,6,5,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
20190401,AL,AL,29,4,1,0,0,0,0,0,2,0,11,0,0,1,0,4,3,0,0,3,1,0,0,0,34,9,1,0,4,0,0,0,2,0,11,0,0,0,0,5,5,0,0,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7
20190401,AL,AL,35,8,1,0,0,0,0,1,1,1,5,0,0,1,0,7,5,1,0,10,1,0,1,0,33,10,1,0,1,0,0,1,6,0,7,3,0,1,0,10,5,2,0,9,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
20190401,NL,AL,32,6,1,0,0,0,0,1,1,0,12,0,0,1,0,6,4,0,0,12,1,0,0,0,32,9,1,0,2,0,1,0,4,0,9,0,0,0,0,6,6,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6
20190401,AL,AL,33,8,3,0,1,0,0,0,4,0,5,0,1,0,0,8,3,0,0,9,0,0,0,0,28,2,0,0,1,0,0,0,0,0,7,0,1,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1
20190401,AL,AL,32,6,0,0,2,0,1,2,3,0,12,0,0,0,0,5,4,1,0,7,0,0,1,0,31,6,1,1,2,0,1,0,2,0,10,0,0,1,0,2,3,3,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1
20190402,NL,NL,33,7,1,0,1,0,0,0,7,1,11,2,0,1,0,9,4,0,0,3,0,0,0,0,31,4,1,0,1,0,0,0,5,0,9,0,0,0,0,6,5,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
20190402,NL,NL,34,9,1,0,1,0,0,0,2,0,8,0,0,3,0,4,3,0,0,8,2,0,1,0,30,7,1,0,1,0,1,0,3,1,5,0,0,0,0,4,4,0,0,12,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20190402,NL,NL,38,9,1,0,0,0,0,1,5,0,7,1,0,0,0,11,4,0,0,9,1,0,2,0,41,16,4,0,1,1,0,2,2,0,5,0,0,1,0,14,5,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
20190402,NL,NL,41,14,3,0,5,0,0,0,4,0,8,2,0,0,0,10,5,0,0,7,0,0,0,0,38,11,0,0,3,0,0,0,1,0,13,1,0,0,0,7,4,1,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-3
20190402,NL,NL,41,14,5,0,2,0,0,0,4,3,12,0,0,0,0,10,6,0,0,5,0,1,1,0,33,7,0,0,1,0,0,0,1,0,14,0,0,1,0,5,5,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-6
20190402,AL,AL,41,12,3,0,0,0,0,2,6,0,10,0,1,0,0,14,4,0,0,12,1,0,2,0,37,10,2,1,2,0,1,1,1,0,7,1,0,1,0,6,6,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
20190402,AL,AL,37,11,5,0,0,0,0,0,1,0,12,0,0,1,0,8,4,0,0,6,0,0,1,0,31,6,1,0,0,0,1,1,1,1,8,1,0,0,0,6,3,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2
20190402,AL,AL,33,7,3,0,0,0,0,0,1,0,9,3,0,0,0,7,3,0,0,11,0,0,1,0,26,3,0,0,1,0,0,1,3,0,4,0,0,1,0,5,4,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
20190402,AL,AL,31,4,1,0,0,0,0,0,1,0,4,0,0,0,0,4,3,2,0,9,0,0,0,0,29,5,3,0,1,0,0,0,0,0,6,0,0,0,0,3,2,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20190402,NL,AL,27,2,0,0,0,0,0,0,2,0,14,0,1,1,0,2,4,2,0,5,1,0,0,0,33,8,2,0,0,0,0,1,6,0,13,1,0,0,0,12,2,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
20190402,AL,AL,34,12,2,0,0,1,1,1,5,0,5,4,0,2,0,11,4,0,0,11,0,0,1,0,32,9,2,1,1,0,0,1,4,0,9,0,0,0,0,7,5,0,0,12,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
20190402,AL,AL,34,10,3,1,0,0,0,0,2,1,8,0,0,2,0,7,3,0,0,11,0,0,2,0,31,6,0,0,1,0,0,0,4,0,4,0,0,2,0,7,4,0,0,9,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-1
20190403,NL,NL,35,12,0,0,1,0,0,0,6,0,13,0,1,1,0,10,6,0,0,8,1,0,1,0,30,8,1,0,2,0,1,0,8,0,8,1,0,1,0,9,6,1,0,6,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
20190403,NL,NL,28,2,1,0,0,0,0,1,5,0,10,2,0,0,0,6,2,0,0,1,0,0,0,0,30,3,0,0,0,0,0,0,1,0,12,0,0,0,0,4,3,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
20190403,NL,NL,32,6,0,0,2,0,0,1,1,0,5,0,0,0,0,4,5,1,0,7,0,0,0,0,31,7,4,0,1,0,0,0,5,0,10,0,0,0,0,7,4,1,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
20190403,NL,NL,38,10,3,1,1,0,0,0,3,2,10,0,0,0,0,8,4,0,0,3,0,0,0,0,34,7,3,0,0,0,0,0,3,0,15,0,0,0,0,6,3,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2
20190403,NL,NL,37,7,1,1,2,0,0,0,3,0,8,1,0,0,0,5,7,0,0,16,1,0,1,0,38,8,3,1,1,0,0,0,7,0,7,2,0,1,0,11,5,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1
20190403,NL,NL,33,7,5,0,0,0,0,0,1,0,11,0,0,1,0,6,3,1,0,9,0,0,1,0,28,5,1,0,1,0,0,0,6,0,7,0,0,1,0,6,4,0,0,5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
20190403,NL,NL,37,10,3,0,0,0,0,0,7,2,8,0,0,0,0,9,6,0,0,11,3,0,0,0,35,12,3,0,3,0,0,0,7,0,8,1,0,0,0,9,7,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
20190403,AL,AL,40,13,3,0,1,0,0,0,4,0,10,1,0,0,0,9,4,1,0,11,3,0,0,0,34,5,0,0,1,0,0,0,1,0,13,0,0,0,0,5,5,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5
20190403,AL,AL,34,11,5,0,0,0,1,2,5,0,10,1,0,2,0,8,4,0,0,12,1,0,0,0,36,9,0,1,1,0,0,0,3,0,5,1,1,0,0,6,6,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
20190403,AL,AL,29,3,1,0,1,0,1,0,3,0,8,2,0,0,0,4,4,0,0,4,1,0,0,0,31,5,1,0,0,0,0,0,4,0,18,1,1,0,0,7,4,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
20190403,AL,AL,36,9,2,1,1,0,0,1,2,0,7,0,1,0,0,6,4,1,0,14,1,0,1,0,32,5,0,0,1,0,0,2,5,0,7,1,0,1,0,9,6,1,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-3
20190403,NL,AL,36,5,0,0,1,0,0,0,2,0,13,0,1,1,0,4,5,1,0,9,1,0,1,0,39,6,0,0,0,0,0,0,7,1,11,3,0,1,0,13,6,1,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1
20190403,AL,AL,32,6,2,0,0,0,0,0,2,0,9,0,1,2,0,7,2,0,0,4,0,0,0,0,29,5,1,0,1,0,0,0,4,0,13,2,0,0,0,5,3,0,0,6,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4
20190403,AL,AL,31,6,1,0,1,0,0,1,1,0,10,0,1,0,0,3,4,0,0,6,1,0,2,0,31,10,3,0,2,0,0,0,2,0,5,0,1,0,0,4,4,0,0,11,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
20190404,NL,NL,33,6,0,0,2,0,0,1,3,0,7,0,0,0,0,6,4,1,0,13,1,0,1,0,34,13,4,0,0,0,1,0,6,1,6,0,1,1,1,9,4,0,0,13,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
20190404,NL,NL,30,5,1,0,1,1,1,1,4,0,11,1,0,0,0,6,5,0,0,6,2,0,1,0,32,4,0,0,0,0,0,0,2,0,14,0,0,1,0,7,5,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-4
20190404,NL,NL,33,6,3,0,0,0,0,0,4,1,8,0,0,1,0,10,4,0,0,12,0,0,1,0,32,10,1,0,0,0,0,0,0,0,5,1,0,1,0,6,4,1,0,11,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
20190404,AL,AL,39,15,3,0,2,0,0,2,4,0,10,0,0,1,0,7,4,1,0,11,2,1,2,0,35,8,1,0,2,0,0,0,7,0,9,0,0,2,0,11,5,2,0,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-7
20190404,AL,AL,37,12,1,0,4,0,0,1,3,0,7,0,1,0,0,6,4,1,1,10,0,0,1,0,35,10,1,0,1,0,0,0,4,0,12,0,0,1,0,8,5,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-4
20190404,AL,AL,30,3,1,0,0,0,0,2,8,0,13,0,0,0,0,12,3,0,0,6,1,0,0,0,28,7,1,0,0,1,2,0,5,1,7,0,0,0,0,8,3,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
20190404,AL,AL,34,8,1,1,1,0,1,0,2,0,12,0,0,0,0,6,4,0,0,5,2,0,0,0,29,6,3,0,0,0,1,0,7,0,10,2,0,0,0,8,3,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20190404,AL,AL,34,10,0,0,1,1,0,0,5,1,7,1,0,1,0,10,3,0,0,4,0,0,1,0,36,13,3,0,1,0,0,0,4,1,5,1,0,1,0,9,4,0,0,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
20190405,AL,NL,38,12,3,0,2,0,0,0,3,0,5,0,0,1,0,6,4,1,0,11,1,0,1,0,40,18,4,0,5,0,0,0,4,1,8,0,1,1,1,6,4,2,0,17,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
20190405,NL,NL,27,3,1,0,0,0,0,0,4,0,10,0,0,3,0,4,4,0,0,6,0,0,0,0,31,7,0,0,2,0,0,1,2,0,8,0,0,0,0,6,3,0,0,7,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
20190405,NL,NL,37,13,2,1,3,1,1,0,6,0,5,0,0,1,0,8,7,1,0,10,1,0,2,0,34,10,0,0,3,0,1,0,6,0,7,0,0,1,0,8,5,0,0,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-4
20190405,NL,NL,39,12,1,0,3,0,0,2,2,0,14,0,0,0,0,6,6,1,0,11,2,0,3,0,36,15,2,0,5,0,0,0,5,0,8,1,0,3,1,5,5,1,0,10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
20190405,AL,NL,38,11,1,1,2,0,0,0,1,0,10,0,0,0,0,8,6,0,0,10,3,1,1,0,33,11,3,0,0,0,1,1,9,1,7,0,0,1,0,10,5,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6
20190405,NL,NL,28,3,2,0,0,0,0,1,1,0,10,0,1,0,0,3,5,2,0,8,0,0,0,0,29,5,2,0,0,1,0,0,0,0,8,1,0,0,0,4,3,0,0,14,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
20190405,AL,NL,38,11,4,0,2,0,0,1,1,0,8,0,0,0,0,8,5,2,0,8,2,0,1,0,36,8,3,0,0,0,0,1,2,0,8,1,0,1,0,10,5,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-3
